cameras,street_lights,police_stations,public_transport,crime_rate,accidents,shops,construction_zones,crowd_density,parks_recreation,population_density,traffic_density,market_areas,time_of_day,sidewalk_presence,is_festival,hospitality_venues,emergency_services,is_holiday,is_night,day_of_week,religious_places,educational_institutions,latitude,longitude
0.9541400695243573,0.0,0.1600000000000002,0.3333333333333332,0.4471393741063632,0.8442802135489798,1.0,0.34901281443407917,0.40340033550809273,1.0,0.5600509115475273,0.6704984189816612,1.0,0.8893296987474009,0.8375768662110195,0.0,0.0,0.5999999999999999,0.0,1.0,0.05294371939505277,0.625,0.37500000000000033,40.74422332238863,-73.98561770524518
0.7540902141687694,0.0,1.0,0.0,0.33298316195374955,0.15674848587205137,0.0,0.4196609582054257,0.3112105239881562,0.33333333333333326,0.9235819221884248,0.19930413820021692,0.0,0.0,0.8266729597111278,0.0,0.4999999999999997,0.39999999999999997,0.9999999999999964,1.0,0.2383447671427622,1.0,1.0,40.75595399630801,-73.98605116617793
0.8810059691168631,0.0,1.0,0.0,0.9964610900246387,0.3843939395994406,0.0,0.5407789679486182,0.9006701814740776,0.33333333333333326,0.9235384565185037,0.5840071306229151,0.16666666666666652,0.8633319532422841,0.7133107196471085,0.0,0.4999999999999997,0.0,0.0,1.0,0.7201521051450965,0.5000000000000002,0.8749999999999998,40.74985509583679,-73.98642080794409
0.26394067779773134,0.0,1.0,0.0,0.5365714765997683,0.3276827438905406,0.0,0.58610284091454,0.3730434889582399,1.0,0.9411725256722335,0.4353765704419939,0.38888888888888873,0.847666125110534,0.6896881539678363,0.0,0.0,0.19999999999999996,0.9999999999999964,1.0,0.36196215626688044,0.5625000000000007,0.2500000000000002,40.731360678299,-73.97575834654228
0.4747732952448239,0.4999999999999997,1.0,0.3333333333333332,0.002652986510198241,0.9089485376520758,0.0,0.3842120441651604,0.5702305162397062,0.33333333333333326,0.4546381595805081,0.5956484509077702,0.0,0.8495133908636661,0.5489295319444505,0.9999999999999964,0.0,0.9999999999999998,0.9999999999999964,1.0,0.5727246263505502,0.625,0.7500000000000004,40.75731444016323,-73.99073882193122
0.4445250322274924,0.0,1.0,0.0,0.4349083149203671,0.4749950252882093,0.0,0.8715819657664012,0.9987880965236751,1.0,0.8680156052004798,0.4487178922673903,0.7777777777777775,0.21386855537236543,0.7149140598119195,0.9999999999999964,0.4999999999999997,0.19999999999999996,0.0,0.0,0.6720425693502037,0.12500000000000017,0.2500000000000002,40.75243062610118,-73.99536325961205
0.2957717101408729,0.0,1.0,0.9999999999999998,0.25192739518076,0.34774951813688376,0.0,0.17118465503323016,0.15971285067112828,1.0,0.9556309885718147,0.8578964945920371,0.16666666666666652,0.6029011964021961,0.9871806927213826,0.9999999999999964,1.0,0.0,0.9999999999999964,0.0,0.47045825772925587,0.18750000000000022,0.2500000000000002,40.72799548038213,-73.98607893014898
0.9581683666244155,0.0,0.1600000000000002,0.0,0.9288555200674651,0.3929676670627715,0.0,0.791521280524297,0.5066984683601943,1.0,0.6148835959477642,0.7129924151183749,0.16666666666666652,0.2840837571058079,0.3995719027865095,0.9999999999999964,0.0,0.39999999999999997,0.9999999999999964,0.0,0.4581663358379765,0.06250000000000006,0.2500000000000002,40.72730104936672,-73.98949214472643
0.5738466192477095,0.4999999999999997,1.0,0.0,0.12389923126092972,0.5479729681291239,0.0,0.6558889653934548,0.957245253754174,1.0,0.494041734387217,0.4860576778261441,0.7777777777777775,0.6971484462289934,0.2764759657947388,0.0,0.0,0.0,0.0,1.0,0.47270265000770395,0.5625000000000007,0.12500000000000008,40.7609542073833,-74.00098977142927
0.48428086192810116,0.0,0.1600000000000002,0.6666666666666667,0.3916984610988312,0.574440439154327,1.0,0.9908690591302929,0.5567735876759055,1.0,0.37938020078279155,0.6314531869518443,0.16666666666666652,0.9500674870603318,0.36059446084950814,0.9999999999999964,0.0,0.0,0.0,1.0,0.5319525619708658,0.43750000000000006,0.0,40.73674121186265,-73.98604391177852
0.817946959652536,0.0,1.0,0.0,0.512058619610978,0.5307179061150331,1.0,0.11184180174302971,1.0,1.0,0.512641837553417,0.19508704638691116,1.0,0.26393457150981336,0.3905619342182964,0.0,0.0,0.0,0.0,1.0,1.0,0.5625000000000007,0.12500000000000008,40.75724925252236,-74.00259367579869
0.7145448240257325,1.0,0.0,0.0,0.14916841946602588,0.5824389724308274,0.0,0.9343424250546919,0.8208295065159732,1.0,0.9999999999999999,0.49310817868552975,0.38888888888888873,0.8684249034497111,0.7062394200629465,0.0,0.0,0.39999999999999997,0.0,1.0,0.9408356487499328,0.5625000000000007,0.12500000000000008,40.74792282882824,-73.9977525770807
0.8496693226878017,0.4999999999999997,1.0,0.0,0.3124275283442213,0.3780695576078061,0.0,0.71097585767957,0.823550178128597,0.0,0.5912988684885822,0.47885368467875805,0.38888888888888873,0.9712319644903431,1.0,0.9999999999999964,0.0,0.39999999999999997,0.0,1.0,0.44733711616223437,1.0,0.37500000000000033,40.74410415034006,-73.99934072092897
0.6442169972325953,0.4999999999999997,0.1600000000000002,0.0,0.5915689251478377,0.19169364168566588,0.0,0.8884100636450749,0.5902112867506981,1.0,0.6843737248767038,0.7025374778030717,0.7777777777777775,0.26172403929725896,0.5615751589233775,0.9999999999999964,0.4999999999999997,0.0,0.9999999999999964,1.0,0.9041352342031477,0.625,0.5000000000000003,40.74805272787287,-73.98089782488906
0.3890947565607835,0.0,1.0,0.0,0.5866233681364762,0.7993788603423109,0.0,0.5189135423284063,0.0,0.33333333333333326,0.7077756791373379,0.1013074931260135,0.7777777777777775,0.7523129927775494,0.9891331752536483,0.9999999999999964,0.0,0.0,0.9999999999999964,0.0,0.10364965703350648,0.5000000000000002,0.12500000000000008,40.74824320024852,-73.98728343772832
0.7147057886419045,0.0,1.0,0.0,0.7052293554427234,0.3889828028981322,0.0,0.7597648554504388,0.2798145970720064,1.0,0.5469718651971972,0.8136824191618595,1.0,0.09210562919852683,0.5777809442689112,0.0,0.0,0.0,0.9999999999999964,0.0,0.758014589588186,0.6875000000000002,0.0,40.75494455974496,-73.99994230618059
0.3437973027426062,0.0,0.0,0.3333333333333332,0.3196302003220859,0.2465911674246674,0.0,0.8702209259856877,0.9940519594090167,1.0,0.12671862888489366,0.9828609725357136,1.0,0.8077813227251904,0.5334272665026503,0.9999999999999964,0.0,0.19999999999999996,0.0,0.0,0.49639329557585943,0.43750000000000006,0.5000000000000003,40.75057700646688,-73.99652770016128
0.5430533207987939,0.0,1.0,0.3333333333333332,0.22123874595473914,0.6859443506612188,1.0,0.49444820315284155,0.3912008496992957,0.33333333333333326,0.4650927438395229,0.5841089911209738,0.7777777777777775,0.28443881802853166,0.9949289192370683,0.9999999999999964,0.0,0.7999999999999998,0.9999999999999964,1.0,0.6074554276993551,0.12500000000000017,1.0,40.72496926168325,-74.00825288360392
0.24101598747161368,0.0,0.0,0.3333333333333332,0.14613922743651026,0.5444978807155132,0.0,0.9707468200319209,0.6177258499427983,1.0,0.39184951124846923,0.2120205059130476,0.22222222222222232,0.8565260310866996,0.18076854688778826,0.0,0.4999999999999997,0.9999999999999998,0.9999999999999964,1.0,0.3269047543491629,0.06250000000000006,0.2500000000000002,40.72518170759591,-73.98405918662925
0.795886721007261,0.0,1.0,0.0,0.27741205947623737,0.46043455010517437,0.0,1.0,0.8677231256793112,1.0,0.44412824650092453,0.31075073573342255,1.0,0.2602012002026689,0.6213695103566614,0.9999999999999964,0.4999999999999997,0.0,0.0,1.0,0.48802905553537723,1.0,0.0,40.74330371813281,-73.99471038143123
0.5228149413361265,0.0,0.0,0.0,0.191020346212043,0.9164190407125012,0.0,0.6532576618814327,0.6715490929815918,0.0,0.8472600740600992,0.5107981022698458,1.0,0.6436305845411969,0.8557848205728344,0.9999999999999964,0.0,0.0,0.9999999999999964,1.0,0.15486648306199713,0.625,0.0,40.73929902794672,-73.9970858614371
0.3030958721413515,0.0,1.0,0.3333333333333332,0.0381021974742064,0.8119476426465249,0.0,0.673437657665758,0.22602885093966374,0.15686274509803913,0.6835602600661311,0.6474596380443705,0.16666666666666652,0.5954840208515488,0.3212654399192994,0.9999999999999964,0.0,0.19999999999999996,0.0,1.0,0.5874076549282119,0.6875000000000002,0.2500000000000002,40.75842080400336,-73.99366822000084
0.5234708292744277,0.0,1.0,0.3333333333333332,0.3958917462319286,0.9431756661228776,1.0,0.7623696371585116,0.5833808358594519,1.0,0.7558425230392939,0.9415997705537429,1.0,0.1694008712379172,0.6610516374144844,0.0,0.0,0.19999999999999996,0.9999999999999964,0.0,0.38183465613556833,0.625,0.12500000000000008,40.74429666620373,-73.98763188196551
0.560303541897378,0.0,0.0,0.0,0.20028314129661606,0.20469787363790842,0.0,0.7892278251741986,0.8724864174460187,1.0,0.5356865100429591,0.5003202389209573,0.38888888888888873,0.9838205633663681,0.6697537718692983,0.0,0.0,0.39999999999999997,0.0,0.0,0.7740752026073399,0.5625000000000007,0.2500000000000002,40.74720113080608,-73.99688679049922
0.5676960508229094,0.0,0.1600000000000002,0.0,0.502517815184076,0.5578121969065826,0.0,0.3416083127516101,0.4293207020649029,1.0,0.663045407042529,0.35142520797898097,1.0,0.5566957384089254,0.4192803671517033,0.9999999999999964,0.0,0.0,0.9999999999999964,0.0,0.34313949340248207,0.5625000000000007,0.8749999999999998,40.73539785604513,-73.97762644224184
0.3085631916900434,0.4999999999999997,0.1600000000000002,0.9999999999999998,0.3015421945358938,0.7619161845660534,0.0,0.7053540793673425,0.5791180880524227,0.33333333333333326,0.6173580966513819,0.3221121959688153,0.38888888888888873,0.17351215790186747,0.36786373968535985,0.9999999999999964,0.0,0.0,0.0,1.0,0.6732454124564404,0.5625000000000007,0.2500000000000002,40.76676842118233,-73.97782328504871
0.4837435922786003,0.0,1.0,0.0,0.22163816092155575,0.7381526254137567,0.0,0.9948599472118895,0.27423279946413026,1.0,0.8100421588502665,0.3102142554203829,0.22222222222222232,0.2653856244802456,0.7985904656415783,0.0,0.0,0.19999999999999996,0.0,0.0,0.13098849684152947,0.625,0.7500000000000004,40.75331767793492,-73.97432810617171
0.7968196465028065,0.0,1.0,0.3333333333333332,0.03803959641071597,0.5563682954629401,0.0,0.5302742294163664,0.35073801334404764,1.0,0.9864554509001361,0.6716831025346941,0.7777777777777775,0.0913589150748707,0.508220050601323,0.9999999999999964,0.0,0.39999999999999997,0.9999999999999964,1.0,0.9295675922602922,1.0,0.12500000000000008,40.7400461140816,-73.99139381822823
0.24650575905029593,0.4999999999999997,1.0,0.0,0.0,0.4116280222608257,1.0,0.8666111732378778,0.8487310122046705,0.33333333333333326,0.9227156150014001,0.49991889104298,0.16666666666666652,0.3629968529380131,0.7127790461480981,0.0,0.4999999999999997,0.39999999999999997,0.0,0.0,0.055961865586416415,0.5000000000000002,0.7500000000000004,40.75401815815159,-73.98703442752861
